,text,review,polarity_score,polarity
4243,wisto manuto aku penak panak,"['wisto', 'manuto', 'aku', 'penak', 'panak']",1,positif
4244,mandalika penonton penuh corona nya dimana woyyyyyyyyyyy,"['mandalika', 'penonton', 'penuh', 'corona', 'nya', 'dimana', 'woyyyyyyyyyyy']",0,positif
4245,biar laris manis yang jualan vaksin,"['biar', 'laris', 'manis', 'yang', 'jualan', 'vaksin']",-3,negatif
4246,indak setuju dulu katanya faksi sudah selesai sekarang afa lagi mencla mencleeeeee,"['indak', 'setuju', 'dulu', 'katanya', 'faksi', 'sudah', 'selesai', 'sekarang', 'afa', 'lagi', 'mencla', 'mencleeeeee']",-4,negatif
4247,kemarin bilang vaksin cukup sekarang ada lagi vaksin vaksin bouster apa belum penuh itu kantong mafia jual vaksin,"['kemarin', 'bilang', 'vaksin', 'cukup', 'sekarang', 'ada', 'lagi', 'vaksin', 'vaksin', 'bouster', 'apa', 'belum', 'penuh', 'itu', 'kantong', 'mafia', 'jual', 'vaksin']",-15,negatif
4248,baguslah boleh mudik saya setuju saja kalau mesti booster toh demi kebaikan kita semua berpikir positif saja toh gratis,"['baguslah', 'boleh', 'mudik', 'saya', 'setuju', 'saja', 'kalau', 'mesti', 'booster', 'toh', 'demi', 'kebaikan', 'kita', 'semua', 'berpikir', 'positif', 'saja', 'toh', 'gratis']",-4,negatif
4249,lebayyyyyy,['lebayyyyyy'],0,positif
4250,umat islam enggak perlu vaksin alhamdulillah sehat,"['umat', 'islam', 'enggak', 'perlu', 'vaksin', 'alhamdulillah', 'sehat']",17,positif
4251,diskiriminisasi kaum muslim,"['diskiriminisasi', 'kaum', 'muslim']",3,positif
4252,negara dengan seribu aturan,"['negara', 'dengan', 'seribu', 'aturan']",0,positif
4253,iya allah hinakan dan hancurkanlah pemerintah yang dzalim amin,"['iya', 'allah', 'hinakan', 'dan', 'hancurkanlah', 'pemerintah', 'yang', 'dzalim', 'amin']",0,positif
4254,motogp wsbk imlek tahun baru berasa sudah musnah giliran puasa mudik lebaran banyak aturan lageeee dasar former kang mebel pnsiun balik jualan kursi meja dan lain-lain saja sana atau enggak dodolan markubar rasa kayu,"['motogp', 'wsbk', 'imlek', 'tahun', 'baru', 'berasa', 'sudah', 'musnah', 'giliran', 'puasa', 'mudik', 'lebaran', 'banyak', 'aturan', 'lageeee', 'dasar', 'former', 'kang', 'mebel', 'pnsiun', 'balik', 'jualan', 'kursi', 'meja', 'dan', 'lain-lain', 'saja', 'sana', 'atau', 'enggak', 'dodolan', 'markubar', 'rasa', 'kayu']",-15,negatif
4255,riweh euy,"['riweh', 'euy']",0,positif
4256,sangat bagus saya sudah booster tapi jangan ada pcr atau antigen nanti biaya untuk mudik menambah berat,"['sangat', 'bagus', 'saya', 'sudah', 'booster', 'tapi', 'jangan', 'ada', 'pcr', 'atau', 'antigen', 'nanti', 'biaya', 'untuk', 'mudik', 'menambah', 'berat']",-10,negatif
4257,masyarakat banyak ygngk setuju karena cukup vaksin saja,"['masyarakat', 'banyak', 'ygngk', 'setuju', 'karena', 'cukup', 'vaksin', 'saja']",-10,negatif
4258,enggak sah pakai vaksin boster rakyat indonesia itu bukan penyakitan vaksin itu cuma sebagai bisnis saja kalo pemerintah serius kasih saja vitamin uang transfer ke masing masing rekening thr lah itu baru bagus vaksin itu enggak berguna yang enggak divaksin pada sehat lah yang divaksin bahkan pada positif takutnya kalo pada diboster kan pemudik pada capek pas itu pada positif covid lagi dengan nama baru nah nih buat kesempatan pebisnis virus varian baru muncul akibat banyak nya pemudik yang tidak boster hehehehe padahal yang sakit itu yang sudah disuntik boster hehehehe makin panjang saja penderitaan rakyat bisnis kapitalis dan oligarki harus dihilangkan sebab menyengsarakan rakyat indonesia uraaaa,"['enggak', 'sah', 'pakai', 'vaksin', 'boster', 'rakyat', 'indonesia', 'itu', 'bukan', 'penyakitan', 'vaksin', 'itu', 'cuma', 'sebagai', 'bisnis', 'saja', 'kalo', 'pemerintah', 'serius', 'kasih', 'saja', 'vitamin', 'uang', 'transfer', 'ke', 'masing', 'masing', 'rekening', 'thr', 'lah', 'itu', 'baru', 'bagus', 'vaksin', 'itu', 'enggak', 'berguna', 'yang', 'enggak', 'divaksin', 'pada', 'sehat', 'lah', 'yang', 'divaksin', 'bahkan', 'pada', 'positif', 'takutnya', 'kalo', 'pada', 'diboster', 'kan', 'pemudik', 'pada', 'capek', 'pas', 'itu', 'pada', 'positif', 'covid', 'lagi', 'dengan', 'nama', 'baru', 'nah', 'nih', 'buat', 'kesempatan', 'pebisnis', 'virus', 'varian', 'baru', 'muncul', 'akibat', 'banyak', 'nya', 'pemudik', 'yang', 'tidak', 'boster', 'hehehehe', 'padahal', 'yang', 'sakit', 'itu', 'yang', 'sudah', 'disuntik', 'boster', 'hehehehe', 'makin', 'panjang', 'saja', 'penderitaan', 'rakyat', 'bisnis', 'kapitalis', 'dan', 'oligarki', 'harus', 'dihilangkan', 'sebab', 'menyengsarakan', 'rakyat', 'indonesia', 'uraaaa']",-72,negatif
4259,preeett,['preeett'],0,positif
4260,pemudik yang di swab di stasiun swab di pelabuhan dibandara hasil swab hasilnya negatip lalu knapa buster menjadi syarat mudik ini hanya membebani rakyat kecil karena harus membayar lebih yang hanya memperkaya bisnis swab ini yang tidak disadari pejabat dan menteri,"['pemudik', 'yang', 'di', 'swab', 'di', 'stasiun', 'swab', 'di', 'pelabuhan', 'dibandara', 'hasil', 'swab', 'hasilnya', 'negatip', 'lalu', 'knapa', 'buster', 'menjadi', 'syarat', 'mudik', 'ini', 'hanya', 'membebani', 'rakyat', 'kecil', 'karena', 'harus', 'membayar', 'lebih', 'yang', 'hanya', 'memperkaya', 'bisnis', 'swab', 'ini', 'yang', 'tidak', 'disadari', 'pejabat', 'dan', 'menteri']",-36,negatif
4261,njelimet banget sih pakai booster segala judulnya yang penting sudah vaksin kali begitu saja kok repot,"['njelimet', 'banget', 'sih', 'pakai', 'booster', 'segala', 'judulnya', 'yang', 'penting', 'sudah', 'vaksin', 'kali', 'begitu', 'saja', 'kok', 'repot']",-12,negatif
4262,astaghfirullah hal adziim kenapa pemerintahan semakin mempersulit masyarakat,"['astaghfirullah', 'hal', 'adziim', 'kenapa', 'pemerintahan', 'semakin', 'mempersulit', 'masyarakat']",-1,negatif
4263,wajib kali vaksin ujung nya booster juga bagus bagus,"['wajib', 'kali', 'vaksin', 'ujung', 'nya', 'booster', 'juga', 'bagus', 'bagus']",-9,negatif
4264,motogp mandala nomor boster bossku,"['motogp', 'mandala', 'nomor', 'boster', 'bossku']",0,positif
4265,bissmillah sehat semoga lancar kalo pada mudik,"['bissmillah', 'sehat', 'semoga', 'lancar', 'kalo', 'pada', 'mudik']",-1,negatif
4266,saya sudah booster hari kemarin tapi terpaksa karena tuntutan tempat dimana saya kerja efeknya sangat enggak enak sampai sekarang masih kerasa tapi suka enggak suka mau tidak mau iya dengan berat hati dijalani susah kalau enggak punya pangkat mah,"['saya', 'sudah', 'booster', 'hari', 'kemarin', 'tapi', 'terpaksa', 'karena', 'tuntutan', 'tempat', 'dimana', 'saya', 'kerja', 'efeknya', 'sangat', 'enggak', 'enak', 'sampai', 'sekarang', 'masih', 'kerasa', 'tapi', 'suka', 'enggak', 'suka', 'mau', 'tidak', 'mau', 'iya', 'dengan', 'berat', 'hati', 'dijalani', 'susah', 'kalau', 'enggak', 'punya', 'pangkat', 'mah']",-5,negatif
4267,saya berpandangan wajib vaksin dua kali dan bosster lebih karena pemerintah mengejar target kekebalan kelompok yang kalau tidak salah harus atau lebih masyarakat di vaksin pemerintah menyadari bahwa dari sisi agama umat muslim terbanyak di indonesia dan momen seperti ramadhan hingga idul fitri mobilitas masyarakat melonjak dan untuk mengejar target kekebalan kelompok harus dengan syarat tersebut apalagi ada wacana bulan september transisi dari pandemi ke endemi pemerintah juga pasti tidak mau rugi sudah puluhan triliun anggaran dikeluarkan buat membeli berbagai macam jenis dan merek vaksin kalau ujungnya tidak terpakai ataupun kadaluarsa,"['saya', 'berpandangan', 'wajib', 'vaksin', 'dua', 'kali', 'dan', 'bosster', 'lebih', 'karena', 'pemerintah', 'mengejar', 'target', 'kekebalan', 'kelompok', 'yang', 'kalau', 'tidak', 'salah', 'harus', 'atau', 'lebih', 'masyarakat', 'di', 'vaksin', 'pemerintah', 'menyadari', 'bahwa', 'dari', 'sisi', 'agama', 'umat', 'muslim', 'terbanyak', 'di', 'indonesia', 'dan', 'momen', 'seperti', 'ramadhan', 'hingga', 'idul', 'fitri', 'mobilitas', 'masyarakat', 'melonjak', 'dan', 'untuk', 'mengejar', 'target', 'kekebalan', 'kelompok', 'harus', 'dengan', 'syarat', 'tersebut', 'apalagi', 'ada', 'wacana', 'bulan', 'september', 'transisi', 'dari', 'pandemi', 'ke', 'endemi', 'pemerintah', 'juga', 'pasti', 'tidak', 'mau', 'rugi', 'sudah', 'puluhan', 'triliun', 'anggaran', 'dikeluarkan', 'buat', 'membeli', 'berbagai', 'macam', 'jenis', 'dan', 'merek', 'vaksin', 'kalau', 'ujungnya', 'tidak', 'terpakai', 'ataupun', 'kadaluarsa']",-70,negatif
4268,waktu ke mandalika tidak ada itu booster padahal pada berjubel di sana kenapa giliran mudik mesti booster,"['waktu', 'ke', 'mandalika', 'tidak', 'ada', 'itu', 'booster', 'padahal', 'pada', 'berjubel', 'di', 'sana', 'kenapa', 'giliran', 'mudik', 'mesti', 'booster']",-12,negatif
4269,tidak tidak pikir yang penting bagaimana caranya bisa cari uang,"['tidak', 'tidak', 'pikir', 'yang', 'penting', 'bagaimana', 'caranya', 'bisa', 'cari', 'uang']",-20,negatif
4270,cari cari cara cari uang lagi deh berapa trilyun kemarin bisnis vaksin masih kurang juga,"['cari', 'cari', 'cara', 'cari', 'uang', 'lagi', 'deh', 'berapa', 'trilyun', 'kemarin', 'bisnis', 'vaksin', 'masih', 'kurang', 'juga']",-12,negatif
4271,cuma vaksin saja gratis ribut saja kamu cek peduli lindungi ada kok tmpat buat booster,"['cuma', 'vaksin', 'saja', 'gratis', 'ribut', 'saja', 'kamu', 'cek', 'peduli', 'lindungi', 'ada', 'kok', 'tmpat', 'buat', 'booster']",-4,negatif
4272,dari tanggal berapa diberlakukanya,"['dari', 'tanggal', 'berapa', 'diberlakukanya']",-7,negatif
4273,mandalika bagaimana ini terus saja orang muslim yang di repotin,"['mandalika', 'bagaimana', 'ini', 'terus', 'saja', 'orang', 'muslim', 'yang', 'di', 'repotin']",-5,negatif
4274,jokowi sama luhut eh luhut kristen iya enggak mudik awas kalau mudik tapi belum booster,"['jokowi', 'sama', 'luhut', 'eh', 'luhut', 'kristen', 'iya', 'enggak', 'mudik', 'awas', 'kalau', 'mudik', 'tapi', 'belum', 'booster']",-3,negatif
4275,saya setuju dengan bapak yang mau boster,"['saya', 'setuju', 'dengan', 'bapak', 'yang', 'mau', 'boster']",-3,negatif
4276,enggak mau boster,"['enggak', 'mau', 'boster']",4,positif
4277,kan gelaran motogp sudah jadi berubah lagi syaratnya,"['kan', 'gelaran', 'motogp', 'sudah', 'jadi', 'berubah', 'lagi', 'syaratnya']",-3,negatif
4278,persetan dengan mongster,"['persetan', 'dengan', 'mongster']",0,positif
4279,giliran ibadah ummat islam di cekkal pakai aturan kemarin tahu baru cina ada pertunjukan barongsai penuh desak desakan tidak ada larangan aturan di acara mandalika juga tidak ada aturan pula benci amat rezim ini apada ummat islam,"['giliran', 'ibadah', 'ummat', 'islam', 'di', 'cekkal', 'pakai', 'aturan', 'kemarin', 'tahu', 'baru', 'cina', 'ada', 'pertunjukan', 'barongsai', 'penuh', 'desak', 'desakan', 'tidak', 'ada', 'larangan', 'aturan', 'di', 'acara', 'mandalika', 'juga', 'tidak', 'ada', 'aturan', 'pula', 'benci', 'amat', 'rezim', 'ini', 'apada', 'ummat', 'islam']",9,positif
4280,iya salam,"['iya', 'salam']",0,positif
4281,kalo belum booster apa enggak bisa mudik nanti yang mengecek nya siapa di stasiun terminal atau apa rt di kamp halaman,"['kalo', 'belum', 'booster', 'apa', 'enggak', 'bisa', 'mudik', 'nanti', 'yang', 'mengecek', 'nya', 'siapa', 'di', 'stasiun', 'terminal', 'atau', 'apa', 'rt', 'di', 'kamp', 'halaman']",-20,negatif
4282,menjelimet,['menjelimet'],0,positif
4283,tertawa kasihan cuan booster belum banyak,"['tertawa', 'kasihan', 'cuan', 'booster', 'belum', 'banyak']",6,positif
4284,di mandalika kemarin pakai syarat itu itu enggak iya kan dari seluruh indonesia bahkan dunia berkumpul,"['di', 'mandalika', 'kemarin', 'pakai', 'syarat', 'itu', 'itu', 'enggak', 'iya', 'kan', 'dari', 'seluruh', 'indonesia', 'bahkan', 'dunia', 'berkumpul']",-8,negatif
4285,pilih ayo sini yang setuju adanya syarat tersebut dan tidak setuju adanya syarat tersebut,"['pilih', 'ayo', 'sini', 'yang', 'setuju', 'adanya', 'syarat', 'tersebut', 'dan', 'tidak', 'setuju', 'adanya', 'syarat', 'tersebut']",-6,negatif
4286,mbak nya pasrah karena ingin ktm keluarga tentu dia setuju saja kalo bukan karena pulang bakal enggak setuju dia,"['mbak', 'nya', 'pasrah', 'karena', 'ingin', 'ktm', 'keluarga', 'tentu', 'dia', 'setuju', 'saja', 'kalo', 'bukan', 'karena', 'pulang', 'bakal', 'enggak', 'setuju', 'dia']",-18,negatif
4287,tahun baru bebas mandalika bebas giliran lebaran waduuuuhhh,"['tahun', 'baru', 'bebas', 'mandalika', 'bebas', 'giliran', 'lebaran', 'waduuuuhhh']",-5,negatif
4288,itu bukan pembebasan boleh mudik orang pakai syarat segala pemaksaan namanya bilang saja dilarang mudik,"['itu', 'bukan', 'pembebasan', 'boleh', 'mudik', 'orang', 'pakai', 'syarat', 'segala', 'pemaksaan', 'namanya', 'bilang', 'saja', 'dilarang', 'mudik']",-15,negatif
4289,mandalika kemarin enggak wajib boster sekarang mau mudik pakai boster kesannya terlalu memaksakan tidak adil wahai bapak presiden kami sudah tiga tahun tidak pulang kampung kami sudah patuh sudah di vaksin karena paksaan sekarang di paksa lagi,"['mandalika', 'kemarin', 'enggak', 'wajib', 'boster', 'sekarang', 'mau', 'mudik', 'pakai', 'boster', 'kesannya', 'terlalu', 'memaksakan', 'tidak', 'adil', 'wahai', 'bapak', 'presiden', 'kami', 'sudah', 'tiga', 'tahun', 'tidak', 'pulang', 'kampung', 'kami', 'sudah', 'patuh', 'sudah', 'di', 'vaksin', 'karena', 'paksaan', 'sekarang', 'di', 'paksa', 'lagi']",-13,negatif
4290,gp mandalika aman tanpa syarat oh iya kan sudah lewat iya entahlah mau heran tapi ini negeri dongeng,"['gp', 'mandalika', 'aman', 'tanpa', 'syarat', 'oh', 'iya', 'kan', 'sudah', 'lewat', 'iya', 'entahlah', 'mau', 'heran', 'tapi', 'ini', 'negeri', 'dongeng']",5,positif
4291,kalo gratis enggak apa-apa jangan jadi kan kebijakan seperti memalak rakyat oh iya acara gp kemarin bagaimana kumpul itu dari manaca negara dan berbagai negara datang kesitu,"['kalo', 'gratis', 'enggak', 'apa-apa', 'jangan', 'jadi', 'kan', 'kebijakan', 'seperti', 'memalak', 'rakyat', 'oh', 'iya', 'acara', 'gp', 'kemarin', 'bagaimana', 'kumpul', 'itu', 'dari', 'manaca', 'negara', 'dan', 'berbagai', 'negara', 'datang', 'kesitu']",-8,negatif
4292,mau sampai kapan di bodohi dengan alasan kesehatan,"['mau', 'sampai', 'kapan', 'di', 'bodohi', 'dengan', 'alasan', 'kesehatan']",2,positif
4293,dulu dipaksa vaksin sampai kali lalu sekarang masih dipaksa vaksin buster keterlaluan kalau jadi wajib syarat mudik,"['dulu', 'dipaksa', 'vaksin', 'sampai', 'kali', 'lalu', 'sekarang', 'masih', 'dipaksa', 'vaksin', 'buster', 'keterlaluan', 'kalau', 'jadi', 'wajib', 'syarat', 'mudik']",-19,negatif
4294,ongkos mudik rakyat kecil ribu lalu disuruh swab biayanya ribu ini yang memberikan rakyat kecil kasihan rakyat kecil cukup vaksin ajalah kalau yang sudah di vaksin buster nasional baru kenapa buster dijadikan syarat mudik ini hanya memberatkan rakyat untuk membayar swab ribu orang yang ini hanya memberi peluang bisnis swab memperkaya diri dari mengutip uang rakyat,"['ongkos', 'mudik', 'rakyat', 'kecil', 'ribu', 'lalu', 'disuruh', 'swab', 'biayanya', 'ribu', 'ini', 'yang', 'memberikan', 'rakyat', 'kecil', 'kasihan', 'rakyat', 'kecil', 'cukup', 'vaksin', 'ajalah', 'kalau', 'yang', 'sudah', 'di', 'vaksin', 'buster', 'nasional', 'baru', 'kenapa', 'buster', 'dijadikan', 'syarat', 'mudik', 'ini', 'hanya', 'memberatkan', 'rakyat', 'untuk', 'membayar', 'swab', 'ribu', 'orang', 'yang', 'ini', 'hanya', 'memberi', 'peluang', 'bisnis', 'swab', 'memperkaya', 'diri', 'dari', 'mengutip', 'uang', 'rakyat']",-43,negatif
4295,yang belum vaksin sama sekali bisa mudik enggak iya,"['yang', 'belum', 'vaksin', 'sama', 'sekali', 'bisa', 'mudik', 'enggak', 'iya']",-6,negatif
4296,kalau yang sudah di vaksin buster nasional baru kenapa buster dijadikan syarat mudik ini hanya memberatkan rakyat untuk membayar swab ribu orang yang ini hanya memberi peluang bisnis swab memperkaya diri dari mengutip uang rakyat,"['kalau', 'yang', 'sudah', 'di', 'vaksin', 'buster', 'nasional', 'baru', 'kenapa', 'buster', 'dijadikan', 'syarat', 'mudik', 'ini', 'hanya', 'memberatkan', 'rakyat', 'untuk', 'membayar', 'swab', 'ribu', 'orang', 'yang', 'ini', 'hanya', 'memberi', 'peluang', 'bisnis', 'swab', 'memperkaya', 'diri', 'dari', 'mengutip', 'uang', 'rakyat']",-23,negatif
4297,sebel voksan vaksin voksan vaksin,"['sebel', 'voksan', 'vaksin', 'voksan', 'vaksin']",-5,negatif
4298,voksan vaksin voksan vaksin ear,"['voksan', 'vaksin', 'voksan', 'vaksin', 'ear']",0,positif
4299,kata owi jangan banyak aturan eh masih tetap banyak mengatur ini itu giliran migor enggak bisa mengatur tetap mafia yang mengatur migor hadddeeuuhh,"['kata', 'owi', 'jangan', 'banyak', 'aturan', 'eh', 'masih', 'tetap', 'banyak', 'mengatur', 'ini', 'itu', 'giliran', 'migor', 'enggak', 'bisa', 'mengatur', 'tetap', 'mafia', 'yang', 'mengatur', 'migor', 'hadddeeuuhh']",-7,negatif
4300,sekalian di larang saja bos bikin pusing,"['sekalian', 'di', 'larang', 'saja', 'bos', 'bikin', 'pusing']",-7,negatif
4301,main ya cantik secara tidak lasung harus bokster bisnis lagi,"['main', 'ya', 'cantik', 'secara', 'tidak', 'lasung', 'harus', 'bokster', 'bisnis', 'lagi']",-8,negatif
4302,dasar rezim berlebihan banyak aturan alasan macam bukanya beri kmudahn rakytnya malah bikin susah,"['dasar', 'rezim', 'berlebihan', 'banyak', 'aturan', 'alasan', 'macam', 'bukanya', 'beri', 'kmudahn', 'rakytnya', 'malah', 'bikin', 'susah']",-3,negatif
4303,alhamdulilh saya sudah vaksin dan boster alhamdulilah baik saja ya kita mudik,"['alhamdulilh', 'saya', 'sudah', 'vaksin', 'dan', 'boster', 'alhamdulilah', 'baik', 'saja', 'ya', 'kita', 'mudik']",1,positif
4304,cukuplah vaksin saja,"['cukuplah', 'vaksin', 'saja']",-3,negatif
4305,aturan nya hanya berlaku untuk hari hari besar umat islam,"['aturan', 'nya', 'hanya', 'berlaku', 'untuk', 'hari', 'hari', 'besar', 'umat', 'islam']",6,positif
4306,itulah kurang ajarnya rezim ini,"['itulah', 'kurang', 'ajarnya', 'rezim', 'ini']",-3,negatif
4307,perlu adanya pos pengecekan booster di bandara pelabuhan stasiun kereta api terminal jalan tol dan lain-lain itu kalau pemerintah serius,"['perlu', 'adanya', 'pos', 'pengecekan', 'booster', 'di', 'bandara', 'pelabuhan', 'stasiun', 'kereta', 'api', 'terminal', 'jalan', 'tol', 'dan', 'lain-lain', 'itu', 'kalau', 'pemerintah', 'serius']",-11,negatif
4308,pakai mobil pribadi tanpa boosters boleh enggak sih,"['pakai', 'mobil', 'pribadi', 'tanpa', 'boosters', 'boleh', 'enggak', 'sih']",3,positif
4309,kalo jalan tol tidak memungkinkan diperkirakan juta orang yang mudik bayangkan juka ada pengecekan di tol seperti apa panjang macetnya bisa puluhan kilo,"['kalo', 'jalan', 'tol', 'tidak', 'memungkinkan', 'diperkirakan', 'juta', 'orang', 'yang', 'mudik', 'bayangkan', 'juka', 'ada', 'pengecekan', 'di', 'tol', 'seperti', 'apa', 'panjang', 'macetnya', 'bisa', 'puluhan', 'kilo']",-12,negatif
4310,sudah vaksin juga masih tetap meriang sudah vaksin cukuplah jangan mempersulit orang yang mudik,"['sudah', 'vaksin', 'juga', 'masih', 'tetap', 'meriang', 'sudah', 'vaksin', 'cukuplah', 'jangan', 'mempersulit', 'orang', 'yang', 'mudik']",-10,negatif
4311,cuannn cuannn indonesia tercintaaa,"['cuannn', 'cuannn', 'indonesia', 'tercintaaa']",0,positif
4312,mau sampai kapan rakyat di bodohin terus seperti ini kok masih pada diam bae sih rakyat nya,"['mau', 'sampai', 'kapan', 'rakyat', 'di', 'bodohin', 'terus', 'seperti', 'ini', 'kok', 'masih', 'pada', 'diam', 'bae', 'sih', 'rakyat', 'nya']",-4,negatif
4313,wkwkw menyebalkan,"['wkwkw', 'menyebalkan']",0,positif
4314,vaksin belum laku kejual,"['vaksin', 'belum', 'laku', 'kejual']",0,positif
4315,ini gara stok booster masih banyak akhirnya di jual secara paksa begitu cara mereka mencari uang kelihatanya peduli padehal mencekik idul fitri bebas midik,"['ini', 'gara', 'stok', 'booster', 'masih', 'banyak', 'akhirnya', 'di', 'jual', 'secara', 'paksa', 'begitu', 'cara', 'mereka', 'mencari', 'uang', 'kelihatanya', 'peduli', 'padehal', 'mencekik', 'idul', 'fitri', 'bebas', 'midik']",-18,negatif
4316,itu yang bikin aturan sudah vaksin booster belum,"['itu', 'yang', 'bikin', 'aturan', 'sudah', 'vaksin', 'booster', 'belum']",-6,negatif
4317,booster yang di pakai tidak aman masa inkubasinya efeknya tahun kedepan karena isinya adeno virus mutan yang bisa menyebabkan aritmia jantung gangguan alat reproduksi penyumbatan pembuluh darah dan lain-lain,"['booster', 'yang', 'di', 'pakai', 'tidak', 'aman', 'masa', 'inkubasinya', 'efeknya', 'tahun', 'kedepan', 'karena', 'isinya', 'adeno', 'virus', 'mutan', 'yang', 'bisa', 'menyebabkan', 'aritmia', 'jantung', 'gangguan', 'alat', 'reproduksi', 'penyumbatan', 'pembuluh', 'darah', 'dan', 'lain-lain']",-15,negatif
4318,jualan terus woii,"['jualan', 'terus', 'woii']",1,positif
4319,vaksin booster nanti keluar lagi reciver,"['vaksin', 'booster', 'nanti', 'keluar', 'lagi', 'reciver']",-8,negatif
4320,menonton gp mandalika wajib booster enggak iya padahal banyak orang asing mudik mah cukuplah vaksin kali,"['menonton', 'gp', 'mandalika', 'wajib', 'booster', 'enggak', 'iya', 'padahal', 'banyak', 'orang', 'asing', 'mudik', 'mah', 'cukuplah', 'vaksin', 'kali']",-5,negatif
4321,aku sudah dua vaksin mau ke belum bisa sesudah ke nanti masuk lagi harus ke itu cuma gara vcr dan antigen lah sumber masalahnya,"['aku', 'sudah', 'dua', 'vaksin', 'mau', 'ke', 'belum', 'bisa', 'sesudah', 'ke', 'nanti', 'masuk', 'lagi', 'harus', 'ke', 'itu', 'cuma', 'gara', 'vcr', 'dan', 'antigen', 'lah', 'sumber', 'masalahnya']",-18,negatif
4322,buat kesehatan apa buat persyaratn wkwkwk,"['buat', 'kesehatan', 'apa', 'buat', 'persyaratn', 'wkwkwk']",2,positif
4323,syarat mudik full puasa bagi yang sehat jasmani rohani dengan rekomendasi tokoh agama tempat masing,"['syarat', 'mudik', 'full', 'puasa', 'bagi', 'yang', 'sehat', 'jasmani', 'rohani', 'dengan', 'rekomendasi', 'tokoh', 'agama', 'tempat', 'masing']",-15,negatif
4324,aturan koplok sithik sithik kerja aturan,"['aturan', 'koplok', 'sithik', 'sithik', 'kerja', 'aturan']",2,positif
4325,seperti di anak tirikan,"['seperti', 'di', 'anak', 'tirikan']",-4,negatif
4326,sehabis motogp kemarin kita kembali ke pengaturan pabrik yaitu peraturan kembali lagi,"['sehabis', 'motogp', 'kemarin', 'kita', 'kembali', 'ke', 'pengaturan', 'pabrik', 'yaitu', 'peraturan', 'kembali', 'lagi']",-3,negatif
4327,percumah di keritik juga enggak pernah di dengar,"['percumah', 'di', 'keritik', 'juga', 'enggak', 'pernah', 'di', 'dengar']",2,positif
4328,alhamdulillah,['alhamdulillah'],5,positif
4329,yang menonton motto gp di wajibkan vaksin booster tidak bikin peraturan sense of juctice itu namaya tidak fair giliran rakyat mudik banyak peraturan yang di terapkan giliran penonton motto gp tidak di terapkan ini condong ke oligarki jokowi tidak memihak ke rakyat,"['yang', 'menonton', 'motto', 'gp', 'di', 'wajibkan', 'vaksin', 'booster', 'tidak', 'bikin', 'peraturan', 'sense', 'of', 'juctice', 'itu', 'namaya', 'tidak', 'fair', 'giliran', 'rakyat', 'mudik', 'banyak', 'peraturan', 'yang', 'di', 'terapkan', 'giliran', 'penonton', 'motto', 'gp', 'tidak', 'di', 'terapkan', 'ini', 'condong', 'ke', 'oligarki', 'jokowi', 'tidak', 'memihak', 'ke', 'rakyat']",-34,negatif
4330,haaa,['haaa'],0,positif
4331,pemerintah sekarang mikir perut sendiri,"['pemerintah', 'sekarang', 'mikir', 'perut', 'sendiri']",-1,negatif
4332,aku enggak setuju mudik ada syaratnya lagi,"['aku', 'enggak', 'setuju', 'mudik', 'ada', 'syaratnya', 'lagi']",-3,negatif
4333,natal tahun baru sirkuit mandalika aman dan bebas giliran muslim mau mudik di bikin ribet yang bikin aturan punya masalah apa sama umat muslim giliran pemilihan umum pada sibuk pencitraan di mesjid pakai peci hijab anda warass,"['natal', 'tahun', 'baru', 'sirkuit', 'mandalika', 'aman', 'dan', 'bebas', 'giliran', 'muslim', 'mau', 'mudik', 'di', 'bikin', 'ribet', 'yang', 'bikin', 'aturan', 'punya', 'masalah', 'apa', 'sama', 'umat', 'muslim', 'giliran', 'pemilihan', 'umum', 'pada', 'sibuk', 'pencitraan', 'di', 'mesjid', 'pakai', 'peci', 'hijab', 'anda', 'warass']",3,positif
4334,halah kemarin moto gp kok enggak ada covid iya giliran mau lebaran kok pakai sarat boster,"['halah', 'kemarin', 'moto', 'gp', 'kok', 'enggak', 'ada', 'covid', 'iya', 'giliran', 'mau', 'lebaran', 'kok', 'pakai', 'sarat', 'boster']",3,positif
4335,wkwkwkwk untung gue sudah vaksin kali jadi kalo ada faksin lagi gue sudah duluan,"['wkwkwkwk', 'untung', 'gue', 'sudah', 'vaksin', 'kali', 'jadi', 'kalo', 'ada', 'faksin', 'lagi', 'gue', 'sudah', 'duluan']",1,positif
4336,mudik kok di permasalahin harus vaksin lah apa lah ribet banget negeri ku tercinta dari pada mengurusi pemudik lebih baik urus minyak sayur yang langka,"['mudik', 'kok', 'di', 'permasalahin', 'harus', 'vaksin', 'lah', 'apa', 'lah', 'ribet', 'banget', 'negeri', 'ku', 'tercinta', 'dari', 'pada', 'mengurusi', 'pemudik', 'lebih', 'baik', 'urus', 'minyak', 'sayur', 'yang', 'langka']",-23,negatif
4337,apa ini kemarin katanya vaksin cuma kok sekarang mau lebaran malah tambah lagi,"['apa', 'ini', 'kemarin', 'katanya', 'vaksin', 'cuma', 'kok', 'sekarang', 'mau', 'lebaran', 'malah', 'tambah', 'lagi']",-3,negatif
4338,sudah ketahuan lah rezim jokowi ini memang dasarnya sangat anti keislaman,"['sudah', 'ketahuan', 'lah', 'rezim', 'jokowi', 'ini', 'memang', 'dasarnya', 'sangat', 'anti', 'keislaman']",-6,negatif
